filename,artist,genre,description,phash,width,height,genre_count,subset
Post_Impressionism/abraham-manievich_early-spring-1913.jpg,abraham manievich,['Post Impressionism'],early-spring-1913,981f2dcacb2da471,1424,1382,1,train
Post_Impressionism/abraham-manievich_landscape-with-animals.jpg,abraham manievich,['Post Impressionism'],landscape-with-animals,f1f5d9d9a380a82c,1470,1382,1,train
Post_Impressionism/abraham-manievich_landscape.jpg,abraham manievich,['Post Impressionism'],landscape,95d685c92362527f,2118,1381,1,train
Post_Impressionism/abraham-manievich_late-summer-afternoon-the-bronx.jpg,abraham manievich,['Post Impressionism'],late-summer-afternoon-the-bronx,d153c8dc27bc612b,1508,1382,1,train
Post_Impressionism/abraham-manievich_lyrical-landscape.jpg,abraham manievich,['Post Impressionism'],lyrical-landscape,c793d14b6a78341d,1599,1382,1,train
Post_Impressionism/abraham-manievich_moscow-iii.jpg,abraham manievich,['Post Impressionism'],moscow-iii,ca8387f98385878f,1382,1879,1,train
Post_Impressionism/abraham-manievich_paris-street.jpg,abraham manievich,['Post Impressionism'],paris-street,95b6c4d871c0f5c3,1382,1842,1,train
Post_Impressionism/abraham-manievich_snow-covered-street.jpg,abraham manievich,['Post Impressionism'],snow-covered-street,cb96817b348d68b5,1922,1382,1,train
Post_Impressionism/abraham-manievich_street-scene-with-hot-dog-stand.jpg,abraham manievich,['Post Impressionism'],street-scene-with-hot-dog-stand,ae97cccc932d9434,1697,1382,1,train
Post_Impressionism/abraham-manievich_town-scene-with-bus-stop.jpg,abraham manievich,['Post Impressionism'],town-scene-with-bus-stop,aa13d6d104ee33ad,1478,1382,1,train
Post_Impressionism/abraham-manievich_troika-in-the-snow-1910.jpg,abraham manievich,['Post Impressionism'],troika-in-the-snow-1910,8d94f28bb4526f61,2067,1382,1,train
Post_Impressionism/abraham-manievich_unknown-title-1.jpg,abraham manievich,['Post Impressionism'],unknown-title-1,d3c6887a37e89433,1382,1822,1,train
Post_Impressionism/abraham-manievich_unknown-title.jpg,abraham manievich,['Post Impressionism'],unknown-title,87887a05e7b267ac,1382,1564,1,train
Post_Impressionism/abraham-manievich_village-landscape.jpg,abraham manievich,['Post Impressionism'],village-landscape,9ce57a019624e7d5,1480,1382,1,train
Post_Impressionism/abraham-manievich_white-house-with-trees.jpg,abraham manievich,['Post Impressionism'],white-house-with-trees,862fdbe05730ca1b,2000,1382,1,train
Post_Impressionism/adam-baltatu_arge-valley.jpg,adam baltatu,['Post Impressionism'],arge-valley,e6c89965e48e19d5,1918,1382,1,train
Post_Impressionism/adam-baltatu_house-with-flowers.jpg,adam baltatu,['Post Impressionism'],house-with-flowers,966b8376ce00cabd,1694,1382,1,train
Post_Impressionism/adam-baltatu_village-boundary-2.jpg,adam baltatu,['Post Impressionism'],village-boundary-2,b9e0c61fe19cc83a,1990,1382,1,train
Post_Impressionism/albert-huie_houses-on-stilts-with-fishermen.jpg,albert huie,['Post Impressionism'],houses-on-stilts-with-fishermen,819c97a7d8e7605a,1730,1382,1,train
Post_Impressionism/albert-huie_noon-1943.jpg,albert huie,['Post Impressionism'],noon-1943,dac84bb6b5906d49,1842,1382,1,train
Post_Impressionism/albert-huie_quiet-corner-gordon-town-1958.jpg,albert huie,['Post Impressionism'],quiet-corner-gordon-town-1958,89d8d2c6e5a1ed68,1382,1495,1,train
Post_Impressionism/albert-huie_quiet-sunday-ocho-rios-jamaica.jpg,albert huie,['Post Impressionism'],quiet-sunday-ocho-rios-jamaica,e290b1c285ff8cbc,2323,1382,1,train
Post_Impressionism/albert-huie_roselle-waterfalls.jpg,albert huie,['Post Impressionism'],roselle-waterfalls,89c452e691fbe4e1,1645,1382,1,train
Post_Impressionism/albert-huie_self-portrait-1943.jpg,albert huie,['Post Impressionism'],self-portrait-1943,ad6c1f259271b25c,1382,1794,1,train
Post_Impressionism/albert-huie_untitled-portrait.jpg,albert huie,['Post Impressionism'],untitled-portrait,ee8484de7aec1153,1382,2014,1,train
Post_Impressionism/albert-marquet_a-horse-in-marseille-1916.jpg,albert marquet,['Post Impressionism'],a-horse-in-marseille-1916,eab1dce3918c6646,1739,1382,1,train
Post_Impressionism/albert-marquet_assouan-morning.jpg,albert marquet,['Post Impressionism'],assouan-morning,d4b0af80f9ae416e,1743,1382,1,train
Post_Impressionism/albert-marquet_banks-of-the-seine-paris-1896.jpg,albert marquet,['Post Impressionism'],banks-of-the-seine-paris-1896,8eb44897fb478a54,2189,1382,1,train
Post_Impressionism/albert-marquet_bay-of-naples-1908.jpg,albert marquet,['Post Impressionism'],bay-of-naples-1908,d7a8202fd24a35d7,1668,1382,1,train
Post_Impressionism/albert-marquet_bouquet-of-flowers-1898.jpg,albert marquet,['Post Impressionism'],bouquet-of-flowers-1898,eeed12c4e492e90d,1382,1781,1,train
Post_Impressionism/albert-marquet_carnival-on-the-beach-1906.jpg,albert marquet,['Post Impressionism'],carnival-on-the-beach-1906,d39a0394e3ca35ea,1689,1382,1,train
Post_Impressionism/albert-marquet_embankments-of-the-seine-in-paris-1907.jpg,albert marquet,['Post Impressionism'],embankments-of-the-seine-in-paris-1907,b5842a7a82cb7d35,1967,1382,1,train
Post_Impressionism/albert-marquet_farmyard-at-la-percaillerie-normandy-1901.jpg,albert marquet,['Post Impressionism'],farmyard-at-la-percaillerie-normandy-1901,fab287c584899dc9,1682,1382,1,train
Post_Impressionism/albert-marquet_girl-embroidering-seated-in-a-garden-1896.jpg,albert marquet,['Post Impressionism'],girl-embroidering-seated-in-a-garden-1896,8aa53f48e641e5d3,1840,1382,1,train
Post_Impressionism/albert-marquet_harbor-of-menton-1905.jpg,albert marquet,['Post Impressionism'],harbor-of-menton-1905,c6842873beb987b8,1725,1382,1,train
Post_Impressionism/albert-marquet_house-at-saint-tropez-1905.jpg,albert marquet,['Post Impressionism'],house-at-saint-tropez-1905,c989c6f2e01e8fd1,1711,1382,1,train
Post_Impressionism/albert-marquet_le-havre-1911.jpg,albert marquet,['Post Impressionism'],le-havre-1911,c18699b0c4ccd9fb,1724,1382,1,train
Post_Impressionism/albert-marquet_le-jardin-du-luxembourg.jpg,albert marquet,['Post Impressionism'],le-jardin-du-luxembourg,90c6e7e6c238c9ea,1382,1650,1,train
Post_Impressionism/albert-marquet_notre-dame-in-winter-1902.jpg,albert marquet,['Post Impressionism'],notre-dame-in-winter-1902,e8bf8ad423d02be4,1673,1382,1,train
Post_Impressionism/albert-marquet_nude-on-a-blue-background-1913.jpg,albert marquet,['Post Impressionism'],nude-on-a-blue-background-1913,c49878b6847b39b5,1922,1382,1,train
Post_Impressionism/albert-marquet_nude-on-a-divan-1912.jpg,albert marquet,['Post Impressionism'],nude-on-a-divan-1912,9a1e660f48b345dd,1382,1754,1,train
Post_Impressionism/albert-marquet_pons-charente-maritime-1901.jpg,albert marquet,['Post Impressionism'],pons-charente-maritime-1901,f02fcf1490e4336d,1987,1382,1,train
Post_Impressionism/albert-marquet_port-of-marseilles-1916.jpg,albert marquet,['Post Impressionism'],port-of-marseilles-1916,dfa03fe7d0938814,1727,1382,1,train
Post_Impressionism/albert-marquet_river-scene.jpg,albert marquet,['Post Impressionism'],river-scene,87b9387184b76666,1741,1382,1,train
Post_Impressionism/albert-marquet_self-portrait-1904.jpg,albert marquet,['Post Impressionism'],self-portrait-1904,e9e696728732c88d,1382,1718,1,train
Post_Impressionism/albert-marquet_the-apse-of-notre-dame-1901.jpg,albert marquet,['Post Impressionism'],the-apse-of-notre-dame-1901,d429e4f90ac79966,1697,1382,1,train
Post_Impressionism/albert-marquet_the-artist-s-mother-1906.jpg,albert marquet,['Post Impressionism'],the-artist-s-mother-1906,f44aaa954ac996cb,1382,1692,1,train
Post_Impressionism/albert-marquet_the-beach-at-f-camp-1906.jpg,albert marquet,['Post Impressionism'],the-beach-at-f-camp-1906,8fa0db44f3f11269,1666,1382,1,train
Post_Impressionism/albert-marquet_the-pont-saint-michel-and-notre-dame-1905.jpg,albert marquet,['Post Impressionism'],the-pont-saint-michel-and-notre-dame-1905,d2f2d31d74468535,1382,1746,1,train
Post_Impressionism/albert-marquet_the-port-le-havre-1906.jpg,albert marquet,['Post Impressionism'],the-port-le-havre-1906,9f97e5c6c0c07272,1704,1382,1,train
Post_Impressionism/albert-marquet_view-of-agay-1905.jpg,albert marquet,['Post Impressionism'],view-of-agay-1905,9c9bc014674fe786,1720,1382,1,train
Post_Impressionism/albert-marquet_village-cafe-1900.jpg,albert marquet,['Post Impressionism'],village-cafe-1900,8cb3cc1368b297d9,1946,1382,1,train
Post_Impressionism/alberto-magnelli_tuscan-landscape-1922.jpg,alberto magnelli,['Post Impressionism'],tuscan-landscape-1922,98e5c4d8fca16ce2,1382,1858,1,train
Post_Impressionism/aldemir-martins_marinha-com-casas.jpg,aldemir martins,['Post Impressionism'],marinha-com-casas,bac4911fd2e7c132,1893,1382,1,train
Post_Impressionism/alekos-kontopoulos_-1955.jpg,alekos kontopoulos,['Post Impressionism'],-1955,c1bc3f495dc94c98,1382,2188,1,train
Post_Impressionism/alekos-kontopoulos_chair.jpg,alekos kontopoulos,['Post Impressionism'],chair,e0b6c388cec96dc9,1382,1586,1,train
Post_Impressionism/alekos-kontopoulos_mykonos.jpg,alekos kontopoulos,['Post Impressionism'],mykonos,ce1cb1e0e4bf2dc0,1767,1382,1,train
Post_Impressionism/alekos-kontopoulos_naked-in-the-woods-1932.jpg,alekos kontopoulos,['Post Impressionism'],naked-in-the-woods-1932,8ebc34d2394fc4c3,1382,1842,1,train
Post_Impressionism/alekos-kontopoulos_the-forest-1938.jpg,alekos kontopoulos,['Post Impressionism'],the-forest-1938,be8cc5f419e6083b,1696,1382,1,train
Post_Impressionism/alekos-kontopoulos_theokriteio-romance-1951.jpg,alekos kontopoulos,['Post Impressionism'],theokriteio-romance-1951,cb6e39c0b7790899,1784,1382,1,train
Post_Impressionism/alexandre-benois_at-the-german-quarter-1911(3).jpg,alexandre benois,['Post Impressionism'],at-the-german-quarter-1911(3),c1a2ffddb080a63a,2250,1382,1,train
Post_Impressionism/alexandre-benois_at-the-pool-of-ceres(1).jpg,alexandre benois,['Post Impressionism'],at-the-pool-of-ceres(1),b676b6b544a97094,2119,1382,1,train
Post_Impressionism/alexandre-benois_breton-dancing-1906(2).jpg,alexandre benois,['Post Impressionism'],breton-dancing-1906(2),8ea5abf1282c785b,2032,1382,1,train
Post_Impressionism/alexandre-benois_breton-landscape(1).jpg,alexandre benois,['Post Impressionism'],breton-landscape(1),e2ec97d9d4092e23,1762,1382,1,train
Post_Impressionism/alexandre-benois_church-of-st-catherine-in-st-petersburg(1).jpg,alexandre benois,['Post Impressionism'],church-of-st-catherine-in-st-petersburg(1),c8f58dd011b1e7b4,1753,1382,1,train
Post_Impressionism/alexandre-benois_flora-pool-in-versailles-1906(1).jpg,alexandre benois,['Post Impressionism'],flora-pool-in-versailles-1906(1),d292b6f6f0990935,1736,1382,1,train
Post_Impressionism/alexandre-benois_italian-comedy-indiscreet-punchinello(1).jpg,alexandre benois,['Post Impressionism'],italian-comedy-indiscreet-punchinello(1),b1b436924a7b594e,1985,1382,1,train
Post_Impressionism/alexandre-benois_ray-embankment-in-basel-in-the-rain(2).jpg,alexandre benois,['Post Impressionism'],ray-embankment-in-basel-in-the-rain(2),f2c1cc5e0cfab107,1382,1794,1,train
Post_Impressionism/alexandre-benois_self-portrait(2).jpg,alexandre benois,['Post Impressionism'],self-portrait(2),e09a91793695972d,1382,1448,1,train
Post_Impressionism/alexandre-benois_the-evening-1906(1).jpg,alexandre benois,['Post Impressionism'],the-evening-1906(1),9f8c92c3e07075bc,1552,1382,1,train
Post_Impressionism/alexandre-benois_the-king-walked-in-any-weather-saint-simon(1).jpg,alexandre benois,['Post Impressionism'],the-king-walked-in-any-weather-saint-simon(1),80a76a3c9f6f5198,1382,1963,1,train
Post_Impressionism/alexandre-benois_versailles(1).jpg,alexandre benois,['Post Impressionism'],versailles(1),9bb38968dc0db38c,1893,1382,1,train
Post_Impressionism/alexandre-benois_versailles-alley-1906(2).jpg,alexandre benois,['Post Impressionism'],versailles-alley-1906(2),9df7dc62c2b026a1,1744,1382,1,train
Post_Impressionism/alexandre-benois_versailles-at-curtius(1).jpg,alexandre benois,['Post Impressionism'],versailles-at-curtius(1),c5d536166b39c136,1813,1382,1,train
Post_Impressionism/alexandre-benois_versailles-fountain-of-bacchus-in-the-winter(1).jpg,alexandre benois,['Post Impressionism'],versailles-fountain-of-bacchus-in-the-winter(1),ac8bf913c93ca1ca,1382,2159,1,train
Post_Impressionism/alexandre-benois_versailles-king-s-walk(1).jpg,alexandre benois,['Post Impressionism'],versailles-king-s-walk(1),89b7be10e21fe612,3228,1382,1,train
Post_Impressionism/alexandre-benois_versailles-louis-xiv-is-feeding-fish(1).jpg,alexandre benois,['Post Impressionism'],versailles-louis-xiv-is-feeding-fish(1),879c7822849f7fe0,1823,1382,1,train
Post_Impressionism/alexandre-benois_versailles-mirror-at-trianon(2).jpg,alexandre benois,['Post Impressionism'],versailles-mirror-at-trianon(2),f1135379b499496c,1857,1382,1,train
Post_Impressionism/alexandre-benois_versailles-water-parterre(1).jpg,alexandre benois,['Post Impressionism'],versailles-water-parterre(1),af8696d0583ad969,1785,1382,1,train
Post_Impressionism/alfred-sisley_by-the-river-loing.jpg,alfred sisley,['Post Impressionism'],by-the-river-loing,daabc54d70e89913,1850,1382,1,train
Post_Impressionism/alfred-sisley_cows-by-the-seine-at-saint-mammes.jpg,alfred sisley,['Post Impressionism'],cows-by-the-seine-at-saint-mammes,dbc4e47b04b4f14c,1914,1382,1,train
Post_Impressionism/alfred-sisley_geese.jpg,alfred sisley,['Post Impressionism'],geese,c6e6a5390ac2d477,1857,1382,1,train
Post_Impressionism/alfred-sisley_goose-girl.jpg,alfred sisley,['Post Impressionism'],goose-girl,dadb8f062478198f,1668,1382,1,train
Post_Impressionism/alfred-sisley_not_detected_238362.jpg,alfred sisley,['Post Impressionism'],not_detected_238362,d9e1b21a69da262b,1927,1382,1,train
Post_Impressionism/alfred-sisley_pasture-by-the-seine.jpg,alfred sisley,['Post Impressionism'],pasture-by-the-seine,bbc4843b4aa6b9cc,1990,1382,1,train
Post_Impressionism/amrita-sher-gil_bride-s-toilet-1937.jpg,amrita sher gil,['Post Impressionism'],bride-s-toilet-1937,87efa831c3309dc6,2370,1382,1,train
Post_Impressionism/amrita-sher-gil_camels-1941.jpg,amrita sher gil,['Post Impressionism'],camels-1941,c81e2bda7c8c8fb0,1382,1862,1,train
Post_Impressionism/amrita-sher-gil_hill-women-1935.jpg,amrita sher gil,['Post Impressionism'],hill-women-1935,cfba9b8f98c19181,1382,2312,1,train
Post_Impressionism/amrita-sher-gil_hungarian-market-scene-1938.jpg,amrita sher gil,['Post Impressionism'],hungarian-market-scene-1938,ccce7133b94c0e8e,1382,1876,1,train
Post_Impressionism/amrita-sher-gil_shringaar-1940.jpg,amrita sher gil,['Post Impressionism'],shringaar-1940,92a25b0d27dd663a,1904,1382,1,train
Post_Impressionism/amrita-sher-gil_south-indian-villagers-going-to-a-market-1937.jpg,amrita sher gil,['Post Impressionism'],south-indian-villagers-going-to-a-market-1937,bbfab0d0c243c707,1382,2370,1,train
Post_Impressionism/amrita-sher-gil_the-bride-1940.jpg,amrita sher gil,['Post Impressionism'],the-bride-1940,a8e7c40abed2399a,1382,2017,1,train
Post_Impressionism/amrita-sher-gil_the-child-bride-1936.jpg,amrita sher gil,['Post Impressionism'],the-child-bride-1936,bcb273c88943a579,1382,2057,1,train
Post_Impressionism/amrita-sher-gil_three-girls-1935.jpg,amrita sher gil,['Post Impressionism'],three-girls-1935,c19b33e3e0b19d94,1382,1879,1,train
Post_Impressionism/amrita-sher-gil_tribal-women-1938.jpg,amrita sher gil,['Post Impressionism'],tribal-women-1938,ee2ca89d8cccd0d5,1524,1382,1,train
Post_Impressionism/amrita-sher-gil_two-elephants-1940.jpg,amrita sher gil,['Post Impressionism'],two-elephants-1940,e3ac3cd1c2c38d36,1382,1652,1,train
Post_Impressionism/amrita-sher-gil_two-women.jpg,amrita sher gil,['Post Impressionism'],two-women,accb4335bcc5631a,1382,1924,1,train
Post_Impressionism/amrita-sher-gil_unknown-title.jpg,amrita sher gil,['Post Impressionism'],unknown-title,caafed19e10ce017,1893,1382,1,train
Post_Impressionism/amrita-sher-gil_village-scene-1938.jpg,amrita sher gil,['Post Impressionism'],village-scene-1938,d171a8f952ca7943,2074,1382,1,train
Post_Impressionism/amrita-sher-gil_woman-on-charpai-1940.jpg,amrita sher gil,['Post Impressionism'],woman-on-charpai-1940,d0b1a8d8b5c79666,1658,1382,1,train
Post_Impressionism/andre-derain_ball-of-soldiers-in-suresnes-1903.jpg,andre derain,['Post Impressionism'],ball-of-soldiers-in-suresnes-1903,8e6cf033633747b0,1382,1753,1,train
Post_Impressionism/andre-derain_chinese-boxers.jpg,andre derain,['Post Impressionism'],chinese-boxers,b83ce4e1c4c5a733,1382,1938,1,train
Post_Impressionism/andre-derain_landscape-near-chatou-1904.jpg,andre derain,['Post Impressionism'],landscape-near-chatou-1904,b5daca8dfc5aa180,1662,1382,1,train
Post_Impressionism/andre-derain_portrait-of-a-woman-1913.jpg,andre derain,['Post Impressionism'],portrait-of-a-woman-1913,9cecb67359346298,1382,1766,1,train
Post_Impressionism/andre-derain_still-life-on-the-table-1904.jpg,andre derain,['Post Impressionism'],still-life-on-the-table-1904,d0219dbfb99405b6,1947,1382,1,train
Post_Impressionism/andre-derain_still-life-with-pears-and-indian-bowl.jpg,andre derain,['Post Impressionism'],still-life-with-pears-and-indian-bowl,c7cf3ce09b137106,1685,1382,1,train
Post_Impressionism/andre-derain_the-beautiful-model-1923.jpg,andre derain,['Post Impressionism'],the-beautiful-model-1923,9638699ae38f38e4,1382,1792,1,train
Post_Impressionism/andre-derain_the-grove-1912.jpg,andre derain,['Post Impressionism'],the-grove-1912,a4ba6ad63ac515b2,1382,2017,1,train
Post_Impressionism/andre-derain_the-path-of-forest-1928.jpg,andre derain,['Post Impressionism'],the-path-of-forest-1928,a53dbd9cc49690d4,1680,1382,1,train
Post_Impressionism/andre-derain_the-river-1912.jpg,andre derain,['Post Impressionism'],the-river-1912,cfc9c6c9323c18d3,1812,1382,1,train
Post_Impressionism/andre-derain_the-road-1932.jpg,andre derain,['Post Impressionism'],the-road-1932,8f6ab0733dc76086,1382,1823,1,train
Post_Impressionism/andre-derain_the-road-and-the-tree.jpg,andre derain,['Post Impressionism'],the-road-and-the-tree,91c9b25d4cc6a65b,1382,1766,1,train
Post_Impressionism/andrÃ£Â©-lhote_portrait-de-jeanne-1908.jpg,andrÃ£Â© lhote,['Post Impressionism'],portrait-de-jeanne-1908,8e4a16784f636c67,1382,1968,1,train
Post_Impressionism/anita-malfatti_a-estudante-russa-1915.jpg,anita malfatti,['Post Impressionism'],a-estudante-russa-1915,afe773b860593812,1382,1666,1,train
Post_Impressionism/anita-malfatti_a-mulher-de-cabelos-verdes-1916.jpg,anita malfatti,['Post Impressionism'],a-mulher-de-cabelos-verdes-1916,8fb1394ae45b21d6,1382,1689,1,train
Post_Impressionism/anita-malfatti_as-duas-igrejas-itanha-m-1940.jpg,anita malfatti,['Post Impressionism'],as-duas-igrejas-itanha-m-1940,f5a1da185d65c2a5,1716,1382,1,train
Post_Impressionism/anita-malfatti_autorretrato.jpg,anita malfatti,['Post Impressionism'],autorretrato,c52542fe1e06dfc8,1382,1675,1,train
Post_Impressionism/anita-malfatti_cambuquira-1945.jpg,anita malfatti,['Post Impressionism'],cambuquira-1945,84fb87f09e30611f,1704,1382,1,train
Post_Impressionism/anita-malfatti_glad-olos-palmas-de-santa-rita.jpg,anita malfatti,['Post Impressionism'],glad-olos-palmas-de-santa-rita,89f97686436cb54a,1382,1714,1,train
Post_Impressionism/anita-malfatti_itanha-m-1949.jpg,anita malfatti,['Post Impressionism'],itanha-m-1949,9bb813af4ce18cd2,1798,1382,1,train
Post_Impressionism/anita-malfatti_la-rentr-e-1927.jpg,anita malfatti,['Post Impressionism'],la-rentr-e-1927,8e77d0ec37216689,1806,1382,1,train
Post_Impressionism/anita-malfatti_paisagem-de-santo-amaro-1920.jpg,anita malfatti,['Post Impressionism'],paisagem-de-santo-amaro-1920,85cda6b29359d266,1878,1381,1,train
Post_Impressionism/anita-malfatti_paisagem-dos-pirineus-cauterets-1926.jpg,anita malfatti,['Post Impressionism'],paisagem-dos-pirineus-cauterets-1926,90094f79cb16fce4,1661,1382,1,train
Post_Impressionism/anita-malfatti_pedras-na-praia.jpg,anita malfatti,['Post Impressionism'],pedras-na-praia,c49b7a2cc5b2476c,2219,1382,1,train
Post_Impressionism/anita-malfatti_porto-de-m-naco-1926.jpg,anita malfatti,['Post Impressionism'],porto-de-m-naco-1926,9cb26686d8f5924e,1645,1382,1,train
Post_Impressionism/anita-malfatti_rochedos-monhegan-island-1915.jpg,anita malfatti,['Post Impressionism'],rochedos-monhegan-island-1915,d7d6d6d890a54790,1747,1382,1,train
Post_Impressionism/anita-malfatti_tropical-1917.jpg,anita malfatti,['Post Impressionism'],tropical-1917,fdcc649609349fb0,1816,1382,1,train
Post_Impressionism/anita-malfatti_uma-estudante-1916.jpg,anita malfatti,['Post Impressionism'],uma-estudante-1916,b2ac12712b75d9a3,1382,1699,1,train
Post_Impressionism/anita-malfatti_veneza-canaleto-1924.jpg,anita malfatti,['Post Impressionism'],veneza-canaleto-1924,af92f16b843893c9,1654,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_alexander-palace-in-detskoye-selo.jpg,anna ostroumova lebedeva,['Post Impressionism'],alexander-palace-in-detskoye-selo,9a9ad2496dd67096,1946,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_amsterdam-1913.jpg,anna ostroumova lebedeva,['Post Impressionism'],amsterdam-1913,929290cdfc6e9671,2110,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_amsterdam-the-market-of-iron-1913.jpg,anna ostroumova lebedeva,['Post Impressionism'],amsterdam-the-market-of-iron-1913,c5d0dcbe3927a14c,2074,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_amsterdam-the-old-warehouses-1913.jpg,anna ostroumova lebedeva,['Post Impressionism'],amsterdam-the-old-warehouses-1913,eac2c79c983c9751,2287,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_crimea-koktebel-ruins-of-kordon.jpg,anna ostroumova lebedeva,['Post Impressionism'],crimea-koktebel-ruins-of-kordon,90c7b12d2e68d7d8,2181,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_pavlovsk-rozopavilonny-pond.jpg,anna ostroumova lebedeva,['Post Impressionism'],pavlovsk-rozopavilonny-pond,c9f39634c8b47b44,1933,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_petersburg-bridge-with-centaurs-1901.jpg,anna ostroumova lebedeva,['Post Impressionism'],petersburg-bridge-with-centaurs-1901,da608979c69d2ec6,1963,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_petrograd-red-columns-1922.jpg,anna ostroumova lebedeva,['Post Impressionism'],petrograd-red-columns-1922,93ec5c4342b0fc4f,2068,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_portrait-of-n-n-evreinov-1927.jpg,anna ostroumova lebedeva,['Post Impressionism'],portrait-of-n-n-evreinov-1927,ada5d21ec6d608d9,1382,1641,1,train
Post_Impressionism/anna-ostroumova-lebedeva_the-moon-1900.jpg,anna ostroumova lebedeva,['Post Impressionism'],the-moon-1900,eaf885d6d423c331,1676,1382,1,train
Post_Impressionism/anna-ostroumova-lebedeva_view-of-kislovodsk.jpg,anna ostroumova lebedeva,['Post Impressionism'],view-of-kislovodsk,81353e9a6d93f84c,2073,1382,1,train
Post_Impressionism/antonio-carneiro_marinha-1916.jpg,antonio carneiro,['Post Impressionism'],marinha-1916,81e1793b8ce078de,3948,1382,1,train
Post_Impressionism/antonio-carneiro_praia-da-figueira-da-foz-1921.jpg,antonio carneiro,['Post Impressionism'],praia-da-figueira-da-foz-1921,83c15d26780f6b3d,1964,1382,1,train
Post_Impressionism/aristarkh-lentulov_country-house-village-zyuzino.jpg,aristarkh lentulov,['Post Impressionism'],country-house-village-zyuzino,85f5f6caa20c1d2b,1851,1382,1,train
Post_Impressionism/aristarkh-lentulov_portrait-of-m-p-lentulova.jpg,aristarkh lentulov,['Post Impressionism'],portrait-of-m-p-lentulova,a288a0f7d3dd3d21,1382,1550,1,train
Post_Impressionism/aristarkh-lentulov_portrait-of-n-svendonskaya.jpg,aristarkh lentulov,['Post Impressionism'],portrait-of-n-svendonskaya,a4f664c18727b6b4,1382,1595,1,train
Post_Impressionism/aristarkh-lentulov_self-portrait-1913.jpg,aristarkh lentulov,['Post Impressionism'],self-portrait-1913,c87cb3532ed48b0d,1399,1382,1,train
Post_Impressionism/aristarkh-lentulov_street-in-sergiev-posad(1).jpg,aristarkh lentulov,['Post Impressionism'],street-in-sergiev-posad(1),bf09017ad29c993d,1657,1382,1,train
Post_Impressionism/aristarkh-lentulov_street-moscow-1910.jpg,aristarkh lentulov,['Post Impressionism'],street-moscow-1910,cdd643255c0df30d,1382,1447,1,train
Post_Impressionism/arshile-gorky_leonora-portnoff.jpg,arshile gorky,['Post Impressionism'],leonora-portnoff,bf32c1c1e06ccec3,1382,1802,1,train
Post_Impressionism/arshile-gorky_portrait-of-a-woman.jpg,arshile gorky,['Post Impressionism'],portrait-of-a-woman,e3d4b00717c34bda,1382,1842,1,train
Post_Impressionism/arshile-gorky_portrait-of-a-young-man-1927.jpg,arshile gorky,['Post Impressionism'],portrait-of-a-young-man-1927,a4e0365a93d38ecd,1382,1760,1,train
